,Open,High,Low,Close,Volume,Dividends,Stock Splits,Repaired?,MOM_vol_adj,Skewness,Volatility,Liquidity,Market_Cap
2010-09-07,16.12576269300637,16.374818011603427,16.006843015175455,16.042743682861328,14419200,0.0,0.0,False,,,,,
2010-09-08,15.78471546089013,15.856515094719974,15.324749645112108,15.38084316253662,45012000,0.0,0.0,False,,,,,
2010-09-09,15.432445964464744,15.475077579209712,14.824392530659482,14.983697891235352,53064000,0.0,0.0,False,,,,,
2010-09-10,14.99716038791463,15.365135397631237,14.961261430770396,15.277627944946287,31392000,0.0,0.0,False,,,,,
2010-09-13,15.257437581524002,15.257437581524002,14.561878269439852,14.692015647888184,60549200,0.0,0.0,False,,,,,
2010-09-14,14.725677821395475,15.246225886022096,14.707729186769166,15.059996604919434,39616000,0.0,0.0,False,,,,,
2010-09-15,15.194608344051282,15.593993810926271,15.167682846389493,15.466100692749023,43076400,0.0,0.0,False,,,,,
2010-09-16,15.439177095245398,15.52892705332604,15.270896565783472,15.342696189880373,29800400,0.0,0.0,False,,,,,
2010-09-17,15.430205567809804,15.481812362226153,15.30006989532746,15.36738109588623,41961600,0.0,0.0,False,,,,,
2010-09-20,15.36962967133596,15.777990566392786,15.273148715874452,15.77574634552002,29386800,0.0,0.0,False,,,,,
2010-09-21,15.807154740637674,15.955242469073138,15.59848675810314,15.69272518157959,25300000,0.0,0.0,False,-0.8218925976305342,,,,
2010-09-22,15.724140339246883,15.901396117490613,15.694970605104194,15.84530258178711,25826400,0.0,0.0,False,1.3261344581664278,,,,
2010-09-23,15.717403227501212,16.03376975469439,15.683746776904954,15.926071166992188,26984000,0.0,0.0,False,3.0887315754072913,,,,
2010-09-24,16.09884441876129,16.237957000732422,16.01133864179457,16.237957000732422,21028800,0.0,0.0,False,3.087392880464503,,,,
2010-09-27,16.32769810356306,16.489247685920468,16.132493784746245,16.379304885864258,20098400,0.0,0.0,False,8.828287911562734,,,,
2010-09-28,16.36360353387652,16.513933773272754,16.27834199030222,16.439889907836914,29212800,0.0,0.0,False,7.526792173253717,,,,
2010-09-29,16.381548993330963,16.715865830628886,16.352379272815256,16.6956729888916,27882000,0.0,0.0,False,7.402727942036407,,,,
2010-09-30,16.769718329833992,16.821325121658138,16.561050366090072,16.662019729614258,23144000,0.0,0.0,False,8.683087351974086,,,,
2010-10-01,16.76972363201724,16.77645458267934,16.417456282042956,16.451112747192383,18121600,0.0,0.0,False,5.96598438634359,,,,
2010-10-04,16.437647315214996,16.68445848689984,16.285072856236237,16.43315887451172,23152000,0.0,0.0,False,4.268414769616125,,,,
